"city","latitude","longitude","predicted_eph"
"1","52.326195","4.902889999999999","19.04"
"1","52.36711","4.94542","31.94"
"1","52.39504","4.92641","22.02"
"1","52.38425","4.85598","27.09"
"1","52.36721","4.94258","15.08"
"1","52.38436","4.85443","17.22"
"1","52.36848","4.93296","19.65"
"1","52.33006","4.90582","17.71"
"1","52.36786","4.94468","16.56"
"1","52.34415","4.92688","15.56"
"1","52.41212","4.86815","22.96"
"1","52.4053","4.94759","20.67"
"1","52.37014","4.89331","24.06"
"1","52.41243","4.90571","23.5"
"1","52.3953","4.92221","22.56"
"1","52.3956","4.92486","24.13"
"1","52.3685","4.94385","27.19"
"1","52.36172","4.90915","25.67"
"1","52.34284","4.84298","21.47"
"1","52.3704","4.94681","27.84"
"1","52.36959","4.8861","24.39"
"1","52.38572","4.85962","15.36"
"1","52.32921","4.90483","19.27"
"1","52.39921","4.92864","20.79"
"1","52.365","4.91326","24.22"
"1","52.37071","4.88853","20.34"
"1","52.40315","4.94561","24.13"
"1","52.39807","4.92577","17.91"
"1","52.36832","4.94378","19.29"
"1","52.41384","4.90445","32.39"
"1","52.34462","4.84438","25.29"
"1","52.36796","4.94158","16.98"
"1","52.38331","4.85543","27.32"
"1","52.36657","4.9385","13.29"
"1","52.40971","4.90633","20.27"
"1","52.38844","4.85485","23.68"
"1","52.33968","4.84864","29.57"
"1","52.34382","4.92792","21.96"
"1","52.40526","4.94683","20.16"
"1","52.3949","4.92179","23.26"
"1","52.32626","4.90748","27.43"
"1","52.39862","4.92556","29.82"
"1","52.34451","4.84557","17.9"
"1","52.32873","4.90229","20.55"
"1","52.41059","4.90758","22.64"
"1","52.36228","4.92971","23.06"
"1","52.40361","4.9442","9.86"
"1","52.37035","4.93486","18.84"
"1","52.3641","4.8979","8"
"1","52.37222","4.93979","19.03"
"1","52.40187","4.94561","30.25"
"1","52.36605","4.90667","11.77"
"1","52.327415","4.898085","20.46"
"1","52.37274","4.89151","27.8"
"1","52.33116","4.89935","24.81"
"1","52.34379","4.84307","24.69"
"1","52.3646","4.93597","18.99"
"1","52.36651","4.93983","30.15"
"1","52.36933","4.88994","23.29"
"1","52.36139","4.90121","14.21"
"1","52.33089","4.90072","18.58"
"1","52.34082","4.84438","23.72"
"1","52.36633","4.92925","28.19"
"1","52.38663","4.85909","14.59"
"1","52.36295","4.92832","32.26"
"1","52.34338","4.84338","20.63"
"1","52.34654","4.92632","20.84"
"1","52.34594","4.93202","25.99"
"1","52.39562","4.9235","15.88"
"1","52.34069","4.84984","32.68"
"1","52.39485","4.9216","21.36"
"1","52.34498","4.84592","20.46"
"1","52.34186","4.84256","27.81"
"1","52.36107","4.90627","17.84"
"1","52.40244","4.94441","16.68"
"1","52.36341","4.90387","18.08"
"1","52.38796","4.85553","27.21"
"1","52.32872","4.90561","13.77"
"1","52.32937","4.90712","16.12"
"1","52.38351","4.85276","8"
"1","52.384525","4.85459","23.77"
"1","52.41203","4.90401","24.4"
"1","52.40482","4.95005","17.7"
"1","52.3682","4.94065","21.41"
"1","52.37083","4.94205","27.24"
"1","52.37027","4.89078","17.67"
"1","52.359045","4.90109","11.38"
"1","52.37183","4.89014","24.61"
"1","52.3623","4.93317","29.71"
"1","52.36504","4.92951","23.15"
"1","52.36177","4.9069","19.6"
"1","52.41017","4.8659","22.45"
"1","52.36605","4.90829","15.8"
"1","52.3865","4.85705","12.15"
"1","52.40527","4.94752","27.03"
"1","52.40494","4.94659","23.19"
"1","52.3955","4.92909","18.32"
"1","52.38778","4.86005","20.78"
"1","52.40455","4.94643","15.21"
"1","52.41535","4.90773","30.59"
"1","52.41373","4.90607","13.72"
"1","52.34232","4.84931","18.79"
"1","52.38305","4.85917","26.14"
"1","52.3453","4.92585","21.59"
"1","52.32731","4.89797","20.95"
"1","52.36378","4.91435","29.39"
"1","52.32581","4.90603","18.98"
"1","52.36761","4.8893","19.34"
"1","52.36201","4.92909","22.4"
"1","52.3675","4.93256","26.45"
"1","52.39993","4.92331","26.85"
"1","52.41242","4.90589","19.47"
"1","52.34148","4.84264","17.49"
"1","52.36875","4.93679","21.38"
"1","52.34262","4.84442","27.03"
"1","52.36082","4.89975","10.13"
"1","52.34232","4.84841","26.25"
"1","52.36401","4.90644","16.14"
"1","52.36522","4.90785","28.4"
"1","52.36612","4.92771","27.31"
"1","52.38637","4.86058","14.78"
"1","52.36859","4.94283","21.33"
"1","52.32646","4.90396","13.64"
"1","52.39551","4.92769","12.16"
"1","52.38419","4.85855","20.04"
"1","52.34422","4.84904","23.36"
"1","52.40552","4.94252","16.06"
"1","52.3728","4.93542","14.88"
"1","52.4117","4.9062","24.04"
"1","52.41432","4.86718","16.23"
"1","52.36718","4.93552","30.2"
"1","52.36805","4.88873","30.78"
"1","52.36305","4.90674","16.81"
"1","52.32669","4.90398","24.85"
"1","52.41145","4.86181","21.8"
"1","52.32875","4.90694","19.34"
"1","52.41488","4.86783","15.08"
"1","52.33906","4.84527","21.5"
"1","52.36728","4.93493","24.12"
"1","52.32734","4.89793","25.61"
"1","52.34083","4.84479","23.41"
"1","52.39474","4.9243","17.75"
"1","52.36534","4.90776","27.09"
"1","52.36241","4.93512","12.09"
"1","52.36332","4.92618","25.44"
"1","52.37142","4.89103","21.98"
"1","52.36319","4.93374","25.15"
"1","52.36276","4.91171","21.53"
"1","52.41266","4.86982","23.06"
"1","52.36173","4.90889","23.46"
"1","52.36755","4.89319","21.46"
"1","52.34119","4.84849","20.39"
"1","52.35843","4.90703","24.07"
"1","52.36203","4.90405","20.4"
"1","52.40455","4.95","29.45"
"1","52.32677","4.90592","23.26"
"1","52.37003","4.89252","18.92"
"1","52.36936","4.88719","22.09"
"1","52.32806","4.9058","18.65"
"1","52.36373","4.92961","16.72"
"1","52.36675","4.9333","24.92"
"1","52.41223","4.86171","10.19"
"1","52.39657","4.92951","19.49"
"1","52.36435","4.93133","15.87"
"1","52.34874","4.92653","23.61"
"1","52.34158","4.8419","27.68"
"1","52.39903","4.92925","19.32"
"1","52.36359","4.905975","15.37"
"1","52.36262","4.90401","24.95"
"1","52.36409","4.91445","27.47"
"1","52.33984","4.8435","30.19"
"1","52.41052","4.86386","28.16"
"1","52.32936","4.90428","22.16"
"1","52.38795","4.85586","22.29"
"1","52.36065","4.90343","23.47"
"1","52.33925","4.84752","27.56"
"1","52.36393","4.90438","28.58"
"1","52.40106","4.95003","12.49"
"1","52.3445","4.84277","17.78"
"1","52.33083","4.9034","17.84"
"1","52.38396","4.85419","17.07"
"1","52.39911","4.92113","19.76"
"1","52.37163","4.93814","21.7"
"1","52.33112","4.90442","24.72"
"1","52.35913","4.89775","30.43"
"1","52.36225","4.91255","26.11"
"1","52.32837","4.89869","30.29"
"1","52.38761","4.85926","17.37"
"1","52.37145","4.94548","21.71"
"1","52.37202","4.94205","20.51"
"1","52.41046","4.8688","23.68"
"1","52.36145","4.90165","18.52"
"1","52.36401","4.91087","10.13"
"1","52.34036","4.84997","25.61"
"1","52.38404","4.8531","12.46"
"1","52.34085","4.84816","26.18"
"1","52.33083","4.9062","16.32"
"1","52.34805","4.92649","16.32"
"1","52.36746","4.92933","21.35"
"1","52.32719","4.90512","17.96"
"1","52.32573","4.90532","26.54"
"1","52.36872","4.94162","18.06"
"1","52.36282","4.91399","28.73"
"1","52.3714","4.93404","26.33"
"1","52.36819","4.88898","28.63"
"1","52.3643","4.91143","14.88"
"1","52.37152","4.88646","13.49"
"1","52.39961","4.92733","23.3"
"1","52.40139","4.94968","29.48"
"1","52.35934","4.89985","23.67"
"1","52.32765","4.90472","27.91"
"1","52.38345","4.86179","34.81"
"1","52.34554","4.93493","25.67"
"1","52.3275","4.8983","25.6"
"1","52.36551","4.92663","20.79"
"1","52.36781","4.88745","19.74"
"1","52.34588","4.93263","22.76"
"1","52.32625","4.90577","25.44"
"1","52.34438","4.84937","11.67"
"1","52.33921","4.84817","27.22"
"1","52.36345","4.9","20.16"
"1","52.38731","4.86006","21.58"
"1","52.36623","4.92825","30.96"
"1","52.38768","4.86089","15.87"
"1","52.32711","4.90186","19"
"1","52.38832","4.85911","13.57"
"1","52.35875","4.90405","20.69"
"1","52.38692","4.85226","22.54"
"1","52.39602","4.92429","21.62"
"1","52.36802","4.93764","20.82"
"1","52.41148","4.86264","18.4"
"1","52.36614","4.91355","18.89"
"1","52.3674","4.94329","17.34"
"1","52.35868","4.90728","25.16"
"1","52.38816","4.86177","23.95"
"1","52.38474","4.85827","19.89"
"1","52.34436","4.84574","24.76"
"1","52.36795","4.93908","25.28"
"1","52.37124","4.93518","22.54"
"1","52.37125","4.9419","27.25"
"1","52.41313","4.86484","23.89"
"1","52.41108","4.90964","24.73"
"1","52.40515","4.94131","23.62"
"1","52.39646","4.92106","19.27"
"1","52.37207","4.88965","25.35"
"1","52.32785","4.90209","16.38"
"1","52.41473","4.90328","13.76"
"1","52.32723","4.8992","20.88"
"1","52.38623","4.8527","22.01"
"1","52.36978","4.93964","20.57"
"1","52.36412","4.91234","23.77"
"1","52.35824","4.9067","25.25"
"1","52.39697","4.92328","14.51"
"1","52.37059","4.93756","22.52"
"1","52.35972","4.90587","16.63"
"1","52.40072","4.94969","17.24"
"1","52.36122","4.90651","13.94"
"1","52.36086","4.90173","24.04"
"1","52.328590000000005","4.9074","27.58"
"1","52.3708","4.8882","22.78"
"1","52.36845","4.94542","12.83"
"1","52.40279","4.94372","22.19"
"1","52.40004","4.92151","16.23"
"1","52.38775","4.85431","21.44"
"1","52.38525","4.85731","24.25"
"1","52.41533","4.86912","14.78"
"1","52.36894","4.94014","17.5"
"1","52.32935","4.90041","29.27"
"1","52.33009","4.9056","26.28"
"1","52.33937","4.84249","23.58"
"1","52.41461","4.86207","11.73"
"1","52.36567","4.92712","15.9"
"1","52.36658","4.92922","24.47"
"1","52.38871","4.86162","27.76"
"1","52.36775","4.94004","19.68"
"1","52.34311","4.84741","27.21"
"1","52.3431","4.85086","23.45"
"1","52.3831","4.861795000000001","18.36"
"1","52.35907","4.9014","18.04"
"1","52.38594","4.85765","13.83"
"1","52.33134","4.90634","22.91"
"1","52.34107","4.84578","14.78"
"1","52.36476","4.92999","23.51"
"1","52.36421","4.93173","16.21"
"1","52.39615","4.92588","30.54"
"1","52.37039","4.88967","21.6"
"1","52.36689","4.94242","18.76"
"1","52.40098","4.95041","17.85"
"1","52.39965","4.92419","16.66"
"1","52.3477","4.926","19.67"
"1","52.39468","4.92909","28.89"
"1","52.41198","4.86588","25.6"
"1","52.383195","4.85807","25.08"
"1","52.40447","4.9479","18.52"
"1","52.36895","4.93638","31.79"
"1","52.32729","4.90074","25.16"
"1","52.41117","4.86217","20.5"
"1","52.34759","4.93063","17.09"
"1","52.34053","4.84327","20.77"
"1","52.41535","4.90356","19.14"
"1","52.40254","4.94388","22.96"
"1","52.36678","4.94089","17.74"
"1","52.41262","4.86317","15.09"
"1","52.38761","4.85725","26.63"
"1","52.32905","4.89828","24.03"
"1","52.34401","4.8425","17.35"
"1","52.37239","4.94234","24.64"
"1","52.411","4.90202","22.46"
"1","52.34136","4.84559","18.06"
"1","52.36187","4.9017","26.03"
"1","52.33048","4.90168","18.56"
"1","52.38754","4.85916","22.77"
"1","52.34112","4.84987","23.35"
"1","52.37202","4.88561","19.68"
"1","52.38888","4.85784","24.68"
"1","52.36175","4.92651","17.18"
"1","52.40029","4.94267","15.83"
"1","52.4096","4.90479","8.43"
"1","52.37068","4.8896","18.53"
"1","52.34264","4.84254","26.8"
"1","52.33926","4.84624","19.16"
"1","52.40291","4.94202","25.26"
"1","52.4118","4.86056","17.76"
"1","52.36211","4.91124","28.55"
"1","52.40206","4.94609","24.96"
"1","52.36956","4.9427","26.78"
"1","52.41453","4.86667","21"
"1","52.41501","4.86718","16.89"
"1","52.38357","4.85443","24.79"
"1","52.37205","4.88746","18.74"
"1","52.36359","4.90078","31.34"
"1","52.3619","4.90972","28.59"
"1","52.41157","4.90856","12.9"
"1","52.36362","4.93103","27.2"
"1","52.36759","4.92984","15.87"
"1","52.36952","4.93919","23.69"
"1","52.35946","4.90646","22.11"
"1","52.40515","4.9492","16.14"
"1","52.35943","4.90366","15.2"
"1","52.35944","4.90692","18.06"
"1","52.38413","4.85824","21.15"
"1","52.32931","4.90746","18.9"
"1","52.34012","4.84778","21.93"
"1","52.41436","4.90836","26.34"
"1","52.37128","4.94568","24.07"
"1","52.32675","4.90363","27.98"
"1","52.38819","4.8533","16.86"
"1","52.36865","4.94132","26.17"
"1","52.40164","4.950125","18.61"
"1","52.40094","4.94305","19.86"
"1","52.4119","4.90427","27.12"
"1","52.36415","4.93348","18.57"
"1","52.36265","4.90201","20.73"
"1","52.41344","4.90744","20.97"
"1","52.36233","4.90161","33.94"
"1","52.40175","4.9476","24.15"
"1","52.35945","4.89825","22.97"
"1","52.36256","4.90023","22.11"
"1","52.36502","4.93498","27"
"1","52.34035","4.84374","19.18"
"1","52.37279","4.94081","28.17"
"1","52.369185","4.89072","25.14"
"1","52.36727","4.93455","17.99"
"1","52.38757","4.8566","19.39"
"1","52.3883","4.8613","30.23"
"1","52.34173","4.84943","25.96"
"1","52.41313","4.90939","18.09"
"1","52.36308","4.93121","19.4"
"1","52.34005","4.85115","23.59"
"1","52.32686","4.90433","20.56"
"1","52.38464","4.85887","24.93"
"1","52.41014","4.90576","14.8"
"1","52.40376","4.94377","22.02"
"1","52.33954","4.84884","20.91"
"1","52.39783","4.92278","21.82"
"1","52.37086","4.8914","17.78"
"1","52.37025","4.89119","18.63"
"1","52.34224","4.84593","25.79"
"1","52.36889","4.88572","18.36"
"1","52.36324","4.89918","21.87"
"1","52.36294","4.92963","15.22"
"1","52.41177","4.91058","15.87"
"1","52.36634","4.92854","22.89"
"1","52.40402","4.94605","23.99"
"1","52.32716","4.90702","22.11"
"1","52.40499","4.94658","14.78"
"1","52.36873","4.93928","25.36"
"1","52.37115","4.88951","18.97"
"1","52.32688","4.89994","12.5"
"1","52.4018","4.94636","15.14"
"1","52.36758","4.93574","23.77"
"1","52.39473","4.93005","21.29"
"1","52.39858","4.92232","20.16"
"1","52.40051","4.94328","15.05"
"1","52.40312","4.94972","17.19"
"1","52.36592","4.94539","22.62"
"1","52.32832","4.9057","23.6"
"1","52.36842","4.93382","16.75"
"1","52.40554","4.94274","22.94"
"1","52.36256","4.928","16.04"
"1","52.3657","4.94291","8"
"1","52.36175","4.90273","24.31"
"1","52.40562","4.94385","19.39"
"1","52.34397","4.84693","16.46"
"1","52.40344","4.94461","28.34"
"1","52.36565","4.90883","20.94"
"1","52.40579","4.94275","29.59"
"1","52.34103","4.8447","18.26"
"1","52.34505","4.92852","26.24"
"1","52.3463","4.92519","15.24"
"1","52.36617","4.93942","20.56"
"1","52.41056","4.86901","16.47"
"1","52.342005","4.846335","20.96"
"1","52.3698","4.93888","19.87"
"1","52.39494","4.92468","20.98"
"1","52.36261","4.93377","18.11"
"1","52.3711","4.94284","15.11"
"1","52.36008","4.89904","18.87"
"1","52.33907","4.85105","18.7"
"1","52.36527","4.9346","13.94"
"1","52.36126","4.90655","24.39"
"1","52.36794","4.94192","30.44"
"1","52.34898","4.93379","15.16"
"1","52.399735","4.9288799999999995","21.25"
"1","52.37038","4.93917","15.55"
"1","52.38655","4.85905","22.98"
"1","52.32878","4.9074","25.32"
"1","52.36827","4.94404","17.2"
"1","52.36073","4.90151","21.91"
"1","52.36835","4.89361","26.23"
"1","52.36669","4.93609","20.46"
"1","52.41486","4.9107","20.74"
"1","52.3853","4.85373","19.93"
"1","52.37084","4.94558","25.87"
"1","52.4012","4.94925","31.98"
"1","52.39531","4.92985","16.11"
"1","52.37229","4.933","22.08"
"1","52.40163","4.94806","12.2"
"1","52.41508","4.90302","16.09"
"1","52.41419","4.86057","26.35"
"1","52.3447","4.84158","15.92"
"1","52.36736","4.92899","15.81"
"1","52.41568","4.86753","19.13"
"1","52.36607","4.94086","10.42"
"1","52.34077","4.84523","26.14"
"1","52.39765","4.93066","23.89"
"1","52.36716","4.88803","18.9"
"1","52.41288","4.86097","20.12"
"1","52.40084","4.94274","25.29"
"1","52.405","4.94413","28.75"
"1","52.40008","4.94312","13.37"
"1","52.36687","4.91415","20.8"
"1","52.40001","4.94837","17.52"
"1","52.34023","4.84845","21.42"
"1","52.328585000000004","4.902425","21.08"
"1","52.3609","4.90476","15.69"
"1","52.36857","4.94342","18.73"
"1","52.36237","4.91276","19.17"
"1","52.36719","4.887","18.43"
"1","52.40172","4.94987","16.17"
"1","52.36766","4.8936","27.34"
"1","52.40175","4.95097","17.49"
"1","52.41157","4.86144","23.79"
"1","52.37046","4.94507","14.14"
"1","52.36631","4.94139","25.48"
"1","52.36417","4.89999","28.34"
"1","52.34514","4.93464","20.76"
"1","52.41386","4.90846","25.67"
"1","52.36704","4.93838","20.65"
"1","52.41461","4.91019","27.47"
"1","52.34399","4.8459","32.33"
"1","52.34727","4.93262","17.35"
"1","52.36267","4.91328","19.42"
"1","52.41484","4.90789","21.34"
"1","52.37032","4.93672","10.89"
"1","52.33935","4.84958","22.73"
"1","52.37208","4.93671","21.35"
"1","52.40581","4.94558","24.37"
"1","52.37054","4.94418","14.58"
"1","52.36342","4.90171","20.77"
"1","52.40054","4.94939","24.06"
"1","52.34646","4.92649","17.24"
"1","52.36529","4.92658","18.73"
"1","52.41317","4.86957","26.82"
"1","52.34028","4.84166","22.57"
"1","52.363215","4.9035","22.39"
"1","52.32811","4.90072","13.96"
"1","52.37102","4.88844","24.14"
"1","52.39655","4.92472","17.9"
"1","52.36358","4.90012","20.35"
"1","52.34502","4.8476","12.61"
"1","52.36959","4.94186","14.27"
"1","52.3592","4.90476","17.78"
"1","52.41159","4.8627","25.11"
"1","52.35989","4.89955","21.19"
"1","52.35983","4.90697","19.26"
"1","52.37126","4.94346","22.15"
"1","52.36146","4.91298","21.35"
"1","52.41226","4.90952","17.89"
"1","52.32805","4.90351","19.79"
"1","52.32912","4.8976","25.16"
"1","52.36176","4.91031","25.6"
"1","52.39814","4.93067","27.02"
"1","52.36888","4.8925","13.49"
"1","52.36407","4.93011","29.53"
"1","52.37215","4.88624","17.12"
"1","52.36047","4.90466","11.38"
"1","52.33986","4.84371","28.92"
"1","52.36315","4.93441","20.45"
"1","52.403205","4.94898","19.44"
"1","52.36931","4.94487","24.09"
"1","52.36225","4.92925","24.77"
"1","52.34676","4.93152","12.33"
"1","52.38626","4.86112","25.84"
"1","52.36169","4.89752","14"
"1","52.35828","4.90344","19.78"
"1","52.36181","4.9116","17.94"
"1","52.36229","4.89975","20.82"
"1","52.36754","4.93235","23.98"
"1","52.41188","4.86552","19.52"
"1","52.37022","4.93707","19.42"
"1","52.34387","4.8457","22.32"
"1","52.36738","4.88731","25.54"
"1","52.36244","4.9054","21.94"
"1","52.36444","4.93458","20.58"
"1","52.39459","4.92519","26.98"
"1","52.33082","4.90404","19.46"
"1","52.41503","4.86516","15.89"
"1","52.40572","4.94949","14.5"
"1","52.36153","4.90896","22.41"
"1","52.34124","4.84699","15.52"
"1","52.37099","4.93672","12.5"
"1","52.34535","4.93256","14.43"
"1","52.36509","4.92678","25.68"
"1","52.37298","4.93956","27.99"
"1","52.36368","4.92652","22.41"
"1","52.34322","4.84216","18.27"
"1","52.3669","4.92658","25.71"
"1","52.36182","4.89912","25.86"
"1","52.38899","4.86146","26.73"
"1","52.36672","4.92758","18.7"
"1","52.41425","4.8665","24.77"
"1","52.36801","4.94019","16.14"
"1","52.37169","4.88741","20.71"
"1","52.34704","4.92903","26.71"
"1","52.34142","4.84788","20.36"
"1","52.38526","4.85821","26.04"
"1","52.36484","4.90769","20.19"
"1","52.38411","4.85805","24.02"
"1","52.38416","4.85333","20.26"
"1","52.34125","4.84863","16.81"
"1","52.38347","4.85624","22.69"
"1","52.33957","4.84693","29.65"
"1","52.38501","4.85914","15.29"
"1","52.40198","4.94221","22.79"
"1","52.34442","4.93119","11.4"
"1","52.3672","4.93399","26.99"
"1","52.37042","4.93776","14.35"
"1","52.36227","4.90147","26.57"
"1","52.40355","4.94282","22.39"
"1","52.38471","4.85619","22.36"
"1","52.32649","4.906635","32.38"
"1","52.34455","4.84254","20.09"
"1","52.36909","4.88534","26.74"
"1","52.33987","4.84818","15.5"
"1","52.36452","4.93292","17.62"
"1","52.3442","4.92719","20.29"
"1","52.40537","4.94773","26.09"
"1","52.36145","4.90259","24.91"
"1","52.40069","4.9484","24.97"
"1","52.41202","4.86853","14.63"
"1","52.36827","4.89232","16.62"
"1","52.36619","4.90914","29.25"
"1","52.40166","4.94432","16.55"
"1","52.36235","4.92964","17.95"
"1","52.35833","4.89958","29.84"
"1","52.34185","4.85086","28.53"
"1","52.3468","4.93164","30.7"
"1","52.35988","4.90462","24.31"
"1","52.3613","4.90352","21.84"
"1","52.39994","4.92466","21.89"
"1","52.41025","4.86547","21.44"
"1","52.36245","4.93342","26.83"
"1","52.38632","4.85539","26.22"
"1","52.35964","4.89866","20.73"
