"city","latitude","longitude","hex_id"
"1","52.36728","4.93493","895546e823bdfed"
"1","52.32734","4.89793","89558af97f64697"
"1","52.34083","4.84479","8955965b9427431"
"1","52.39474","4.9243","89559784c17ebe0"
"1","52.36534","4.90776","89559ae93317189"
"1","52.36241","4.93512","8955aa2cbab9013"
"1","52.36332","4.92618","8956172e8eef8ab"
"1","52.37142","4.89103","89564a693952e5a"
"1","52.36319","4.93374","89568e60ac6a9b0"
"1","52.36276","4.91171","8956a01330e7093"
"1","52.41266","4.86982","8956c954d6c4741"
"1","52.36173","4.90889","8956cff9b810beb"
"1","52.36755","4.89319","8956f1dea1dd400"
"1","52.34119","4.84849","8957fa9b86051bf"
"1","52.35843","4.90703","8957fc9d5cf909d"
"1","52.36203","4.90405","89580368262e80b"
"1","52.40455","4.95","895832fc71d959b"
"1","52.32677","4.90592","895834d1a9b3349"
"1","52.37003","4.89252","895870e3c2c77e5"
"1","52.36936","4.88719","895885a4a6c4497"
"1","52.32806","4.9058","8958bdd7b2b8c53"
"1","52.36373","4.92961","8958cfc5ada8371"
"1","52.36675","4.9333","8958ec4f752e471"
"1","52.41223","4.86171","8959aa94b5964bb"
"1","52.39657","4.92951","8959caf6a821e3a"
"1","52.36435","4.93133","8959d0687622b35"
"1","52.34874","4.92653","895a758942827ea"
"1","52.34158","4.8419","895a8fc5735b9fb"
"1","52.39903","4.92925","895a916b060e398"
"1","52.36359","4.905975","895b6f17c2fbde6"
"1","52.36262","4.90401","895be8d9c8c82d1"
"1","52.36409","4.91445","895bea9d08c8841"
"1","52.33984","4.8435","895bf60092a4323"
"1","52.41052","4.86386","895c467c7695bfb"
"1","52.32936","4.90428","895c7c95ee5eca4"
"1","52.38795","4.85586","895c8dcdbe95fa8"
"1","52.36065","4.90343","895c97d7b47861a"
"1","52.33925","4.84752","895ca3840021689"
"1","52.36393","4.90438","895d1b3ec733502"
"1","52.40106","4.95003","895d90c54cd310a"
"1","52.3445","4.84277","895da00d206d64f"
"1","52.33083","4.9034","895df972b656ad0"
"1","52.38396","4.85419","895e093c05e7651"
"1","52.39911","4.92113","895e1b920431912"
"1","52.37163","4.93814","895e332a9d43263"
"1","52.33112","4.90442","895e8291d225cb0"
"1","52.35913","4.89775","895ea51fa8b3c04"
"1","52.36225","4.91255","895ee2ff58e8911"
"1","52.32837","4.89869","895efa1a2ea38bb"
"1","52.38761","4.85926","895f0732534eacb"
"1","52.37145","4.94548","895f0afe60250f9"
"1","52.37202","4.94205","895f475e73c80b7"
"1","52.41046","4.8688","895f5f2b8b47a21"
"1","52.36145","4.90165","895f75fa2c7012f"
"1","52.36401","4.91087","895fba481f8310c"
"1","52.34036","4.84997","895fee80d1ef833"
"1","52.38404","4.8531","896080b291f03d0"
"1","52.34085","4.84816","8960a1661c5e638"
"1","52.33083","4.9062","8960a562e7b3d81"
"1","52.34805","4.92649","8960ee0a40edd6f"
"1","52.36746","4.92933","896101e4cd68b1f"
"1","52.32719","4.90512","896140f37fa339d"
"1","52.32573","4.90532","8961536d486909f"
"1","52.36872","4.94162","89618523a407860"
"1","52.36282","4.91399","89622684d6755ba"
"1","52.3714","4.93404","89623e1afb652ca"
"1","52.36819","4.88898","89628a799706985"
"1","52.3643","4.91143","8962947b09dbaf4"
"1","52.37152","4.88646","8962d5d812afc67"
"1","52.39961","4.92733","8962f6e5ba7d6cf"
"1","52.40139","4.94968","89633a9385e1d58"
"1","52.35934","4.89985","896347573a87830"
"1","52.32765","4.90472","8963788d2746b63"
"1","52.38345","4.86179","8963b72e7f2b289"
"1","52.34554","4.93493","8963b843e127773"
"1","52.3275","4.8983","8963ed5601cf5a1"
"1","52.36551","4.92663","8964423bb75dddc"
"1","52.36781","4.88745","8964c0dd11f76f9"
"1","52.34588","4.93263","89651a0534680d0"
"1","52.32625","4.90577","89652d6e528e003"
"1","52.34438","4.84937","89659d2f1efa785"
"1","52.33921","4.84817","8965c9efee868d8"
"1","52.36345","4.9","8965d29a355ef3c"
"1","52.38731","4.86006","89661cb01169bc4"
"1","52.36623","4.92825","8966321cc5cda01"
"1","52.38768","4.86089","89669026374d198"
"1","52.32711","4.90186","8966a43b11f2a61"
"1","52.38832","4.85911","8966cbf437ef1b1"
"1","52.35875","4.90405","8966f3b2ee10a5c"
"1","52.38692","4.85226","89671e5db5c4233"
"1","52.39602","4.92429","89673dc76bbea5a"
"1","52.36802","4.93764","896742dbbc0f034"
"1","52.41148","4.86264","896782b0110695e"
"1","52.36614","4.91355","8967b73e28494c7"
"1","52.3674","4.94329","8967df3bd503e44"
"1","52.35868","4.90728","8967fcf34648bb0"
"1","52.38816","4.86177","896815e004ac4f6"
"1","52.38474","4.85827","89682cba396eed1"
"1","52.34436","4.84574","89684cbbdac6370"
"1","52.36795","4.93908","8968b96b61d5daf"
"1","52.37124","4.93518","8968caabadc3ed3"
"1","52.37125","4.9419","8968eb668e7068b"
"1","52.41313","4.86484","89696084caefae6"
"1","52.41108","4.90964","8969b88edec9805"
"1","52.40515","4.94131","896a4b53fca338c"
"1","52.39646","4.92106","896ac47d40e4119"
"1","52.37207","4.88965","896ba3672363276"
"1","52.32785","4.90209","896ba5666b6cf96"
"1","52.41473","4.90328","896bf255c49609d"
"1","52.32723","4.8992","896c009414ab7df"
"1","52.38623","4.8527","896c4c90fb1b08c"
"1","52.36978","4.93964","896c81686c31fd2"
"1","52.36412","4.91234","896cad33fc9eabc"
"1","52.35824","4.9067","896d189bb597b84"
"1","52.39697","4.92328","896d8605834a311"
"1","52.37059","4.93756","896d8efad2cc59d"
"1","52.35972","4.90587","896dfd8907fbd15"
"1","52.40072","4.94969","896e2cc4b6959cb"
"1","52.36122","4.90651","896e3eed13ef9c2"
"1","52.36086","4.90173","896e9bbc0ad5fc3"
"1","52.328590000000005","4.9074","896ec4203bef372"
"1","52.3708","4.8882","896efb9e7ce2f17"
"1","52.36845","4.94542","896f172aef509bb"
"1","52.40279","4.94372","896f1deace931ac"
"1","52.40004","4.92151","896f4553eaa6705"
"1","52.38775","4.85431","896fe010faf4acb"
"1","52.38525","4.85731","897036ef1828955"
"1","52.41533","4.86912","897048b729754be"
"1","52.36894","4.94014","8970899c1fa85c8"
"1","52.32935","4.90041","897093f76eb189b"
"1","52.33009","4.9056","897147baca6d4ae"
"1","52.33937","4.84249","8972492b820b088"
"1","52.41461","4.86207","8973273318cf572"
"1","52.36567","4.92712","89732fd649bc717"
"1","52.36658","4.92922","8973614190a186d"
"1","52.38871","4.86162","8973875280ba1c5"
"1","52.36775","4.94004","8973937d528e4ef"
"1","52.34311","4.84741","89741f70e8fe878"
"1","52.3431","4.85086","89742dc3e65f01b"
"1","52.3831","4.861795000000001","89747c4b7412677"
"1","52.35907","4.9014","8974df7581a168e"
"1","52.38594","4.85765","89755678002fae0"
"1","52.33134","4.90634","897592e358cb71f"
"1","52.34107","4.84578","8975ab9d90667e8"
"1","52.36476","4.92999","8975ac4f63be45b"
"1","52.36421","4.93173","8975bd1c3046c2b"
"1","52.39615","4.92588","8976ae991329485"
"1","52.37039","4.88967","8976d61d0cb160a"
"1","52.36689","4.94242","8976dbd76790b8c"
"1","52.40098","4.95041","8976e084ef525b4"
"1","52.39965","4.92419","897772ffcde92a5"
"1","52.3477","4.926","897786f9506bfe3"
"1","52.39468","4.92909","8977b2dbca7b553"
"1","52.41198","4.86588","8977ca3e794d21e"
"1","52.383195","4.85807","8977f4fc6f38947"
"1","52.40447","4.9479","8977f6df1f78d2a"
"1","52.36895","4.93638","8977fb3fbd66b15"
"1","52.32729","4.90074","89783d92dc92c17"
"1","52.41117","4.86217","897861372f0169c"
"1","52.34759","4.93063","8978613eac57d8c"
"1","52.34053","4.84327","8978863e94057e7"
"1","52.41535","4.90356","8979054cad500a0"
"1","52.40254","4.94388","8979175b8d21b29"
"1","52.36678","4.94089","897953a6ea293c6"
"1","52.41262","4.86317","89797e8f7c7151e"
"1","52.38761","4.85725","8979901a4fec8a9"
"1","52.32905","4.89828","89799ab1b20a81a"
"1","52.34401","4.8425","8979ae2a34bc9b4"
"1","52.37239","4.94234","8979db96a55bb49"
"1","52.411","4.90202","897a46df1171e97"
"1","52.34136","4.84559","897afb5b5582d9b"
"1","52.36187","4.9017","897b00094f5e1ab"
"1","52.33048","4.90168","897b1c194d18514"
"1","52.38754","4.85916","897b53363100633"
"1","52.34112","4.84987","897bc2727971c36"
"1","52.37202","4.88561","897cd33cb7571f0"
"1","52.38888","4.85784","897cdae5149e65e"
"1","52.36175","4.92651","897cdd099ea2544"
"1","52.40029","4.94267","897dac69bfde1c0"
"1","52.4096","4.90479","897ddb0d471519f"
"1","52.37068","4.8896","897e2a57ff8e5dd"
"1","52.34264","4.84254","897e388676a572e"
"1","52.33926","4.84624","897fc8be1b130c4"
"1","52.40291","4.94202","897ff3630f0a642"
"1","52.4118","4.86056","897fff8a32bb4a1"
"1","52.36211","4.91124","8980a96240c450e"
"1","52.40206","4.94609","8980d5f798744fd"
"1","52.36956","4.9427","8980ef57c522523"
"1","52.41453","4.86667","898188c71374a12"
"1","52.41501","4.86718","8981b17f1018117"
"1","52.38357","4.85443","8981dd7bb6a133d"
"1","52.37205","4.88746","8981ea161f3657e"
"1","52.36359","4.90078","8981efa7d61705a"
"1","52.3619","4.90972","89821e8b6ff0d5e"
"1","52.41157","4.90856","8982517e53625c8"
"1","52.36362","4.93103","898253e67ebaa25"
"1","52.36759","4.92984","8982a68c771f3ff"
"1","52.36952","4.93919","8982bf1f63fc475"
"1","52.35946","4.90646","898384656b6cf71"
"1","52.40515","4.9492","8983b25765d16b0"
"1","52.35943","4.90366","8983b98090e46d0"
"1","52.35944","4.90692","8984621fbf4a40f"
"1","52.38413","4.85824","89849b6f02508b8"
"1","52.32931","4.90746","8984d1c33c7595d"
"1","52.34012","4.84778","8984e3f08a2624b"
"1","52.41436","4.90836","8984f8760aec887"
"1","52.37128","4.94568","8985a0375b6e32a"
"1","52.32675","4.90363","89860289577f630"
"1","52.38819","4.8533","8986196f7793951"
"1","52.36865","4.94132","89863f984b20a92"
"1","52.40164","4.950125","8986e5282b2023e"
"1","52.40094","4.94305","8987400af6886d4"
"1","52.4119","4.90427","89875565aad214f"
"1","52.36415","4.93348","898781d44968138"
"1","52.36265","4.90201","8987ad7d1c61953"
"1","52.41344","4.90744","8987d15dccc46f0"
"1","52.36233","4.90161","8987de14c507e38"
"1","52.40175","4.9476","898881f09efcf98"
"1","52.35945","4.89825","8988cc27f12abd2"
"1","52.36256","4.90023","8988d54eb78917a"
"1","52.36502","4.93498","8989007ce7a6c32"
"1","52.34035","4.84374","898908027f96249"
"1","52.37279","4.94081","89893460438b2df"
"1","52.369185","4.89072","898950965dc47d1"
"1","52.36727","4.93455","8989906018d54cb"
"1","52.38757","4.8566","8989f63b689bc1a"
"1","52.3883","4.8613","898a0472df17b15"
"1","52.34173","4.84943","898a2a91c2e497c"
"1","52.41313","4.90939","898a485d1bf2db5"
"1","52.36308","4.93121","898a809c2617287"
"1","52.34005","4.85115","898a8c3aefea21a"
"1","52.32686","4.90433","898afb1632f7946"
"1","52.38464","4.85887","898b80fcf85b4e0"
"1","52.41014","4.90576","898be079e9e51fd"
"1","52.40376","4.94377","898c5bf2fdd28f8"
"1","52.33954","4.84884","898c6e6c98fbeeb"
"1","52.39783","4.92278","898d5581499fa0b"
"1","52.37086","4.8914","898db7213ec49d8"
"1","52.37025","4.89119","898dc82f1a7923d"
"1","52.34224","4.84593","898dd471172b208"
"1","52.36889","4.88572","898dd8ff5074aab"
"1","52.36324","4.89918","898de575d371410"
"1","52.36294","4.92963","898dedefb700828"
"1","52.41177","4.91058","898e50799f89708"
"1","52.36634","4.92854","898ef3308ddb901"
"1","52.40402","4.94605","898ef74e5306428"
"1","52.32716","4.90702","898f2732499433c"
"1","52.40499","4.94658","898f7621db38160"
"1","52.36873","4.93928","898fd06cdbb2e96"
"1","52.37115","4.88951","898fd65f8a8f866"
"1","52.32688","4.89994","89905f6d1c4cc7a"
"1","52.4018","4.94636","8990e54dc6338c5"
